symbol	log2FoldChange	padj
KRT18	-0.361145746	0.034881516
PGD	-0.208301924	0.035002617
SBDS	-0.267498044	0.035007711
TRIM52-AS1	-0.662261913	0.035034689
SLC35A1	0.368156147	0.035539208
FANCI	-0.388307987	0.035611042
RPS7	-0.413375834	0.035611042
ENDOD1	0.310414025	0.035611042
INPP5D	0.295649636	0.035611042
ZNF593	-0.53886007	0.035611042
FKBP11	-0.480405423	0.035611042
FAM168A	0.379397006	0.03562533
KCNC4	-0.294608268	0.035644295
SRA1	-0.395543805	0.035644295
RBFA	-0.424294932	0.035644295
AP1S3	-0.496783667	0.035707268
PDP1	0.354741188	0.035707268
SSC5D	0.670201938	0.035713873
FGF11	1.197163514	0.035739926
KIAA1191	0.232556859	0.035775356
ACVR1B	0.283601095	0.035836587
SDHD	-0.309137089	0.035857149
PRKAR1A	0.321407796	0.035927387
RPS16	-0.439256379	0.035927387
RARRES1	-0.629752322	0.036007595
MANBA	0.352958682	0.036007595
SCHIP1	-0.340767698	0.036007595
PARGP1	0.751723122	0.036040849
RPL36	-0.457696414	0.036040849
HADH	-0.29866068	0.03612331
CNTNAP3	0.355943495	0.036171752
SHOC2	0.348470577	0.036171752
NT5C	-0.484200416	0.036196444
FBXL4	0.299734082	0.03628675
ARID4A	0.424283493	0.03628675
C14orf166	-0.396817817	0.03628675
SPRY4	0.378704172	0.03628675
TMEM106C	-0.332164794	0.036351362
ACIN1	0.264725943	0.036355581
MSRA	-0.412177843	0.036355674
QTRT1	-0.401844077	0.036451388
ITPR2	0.430713078	0.036557722
DENND4C	0.389668507	0.036705041
RPS6KA4	-0.315896452	0.036870371
LIAS	-0.423756829	0.0368996
CAPN2	-0.245661215	0.0368996
AC020915.1	-0.335470768	0.0368996
PALMD	0.266031409	0.036918147
TMEM94	0.435249429	0.036971318
THEM6	-0.378727397	0.036999901
THEM4	-0.373795184	0.037008856
STAT2	0.317557637	0.037016954
WASH5P	0.468939881	0.037016954
DMXL1	0.362584875	0.037093971
ZC3HC1	-0.410650637	0.037093971
IFI27	-0.435220159	0.037093971
DCAF11	0.291179141	0.037093971
ACO2	-0.26971999	0.037099811
NA	-0.469550051	0.037121152
AC005833.3	-0.550883121	0.037142589
UGGT2	0.413718919	0.03714723
NUP43	-0.323078408	0.037332134
NUFIP1	-0.41731238	0.037370371
ZNF250	0.496970371	0.037451187
PRICKLE2	0.47641723	0.037488343
RBMS2	0.442245288	0.03765173
TBPL1	-0.374412366	0.037709528
NAPA	-0.342123809	0.037910963
OGFRL1	0.369578182	0.037946286
DNAJA1	-0.254260904	0.037999483
GNB1L	-0.498958825	0.038183191
PTPMT1	-0.470979155	0.038208146
RAB6A	0.369179704	0.038208146
RAB5B	0.221237724	0.038253059
ABI3	-0.355885423	0.038345749
AAMDC	-0.479601785	0.038502054
RNMT	0.407209542	0.038508565
TXNIP	0.25138064	0.038508565
SEC31B	0.457184472	0.038523572
NTHL1	-0.546134651	0.03853952
VCAN	0.741163633	0.03853952
HDAC5	0.327346893	0.03853952
SNAPC5	-0.408394881	0.03853952
TPK1	-0.49320464	0.03853952
HNRNPL	-0.227177454	0.038633779
ANKRD50	0.443278848	0.038649967
FGD1	0.283109744	0.038661644
UROS	-0.330069438	0.038661644
NXPH3	0.537685661	0.038661644
RPLP2	-0.478101688	0.038684641
ZNF547	0.681733105	0.038692607
CSF3	-0.75018335	0.038692607
RPL37	-0.491593366	0.038692607
FBXO32	0.531918281	0.038711693
LINC00467	-0.66966691	0.038729197
SAMD4A	0.400446	0.038729197
SEC61G	-0.401696101	0.038995657
NPIPB3	0.411718116	0.039018373
SMIM4	-0.766314615	0.039018373
POLI	0.449931341	0.039034432
NIFK	-0.427904262	0.039038248
LAMA4	0.303810896	0.039039307
GTF2H2	-0.524382534	0.039039307
MYO10	0.497310254	0.03909626
MRPL24	-0.432380785	0.039152566
RANBP17	0.659858935	0.039155847
CSNK2A2	0.27013923	0.039170446
RAB27B	-0.384583719	0.03938529
RANBP10	0.25953047	0.039392207
KTI12	-0.379604619	0.039427883
NOVA2	0.295420882	0.039427883
ZC2HC1A	0.47257414	0.039427883
QRICH2	0.527368045	0.039571771
EXO1	-0.542606031	0.039684494
CD63	-0.398233641	0.039708146
LMAN1	0.351601962	0.039743877
TRMT112	-0.423186204	0.039746985
PDXP	-0.372972589	0.039747791
IRAK1	-0.274713623	0.039788762
PPIA	-0.346953855	0.039829222
TMEM64	0.396922374	0.039839831
C12orf10	-0.346630643	0.039839831
LIG1	-0.280109181	0.0398994
REXO1	-0.308944127	0.0398994
MRPS21	-0.453999488	0.039906246
MYLK4	0.636040489	0.039994332
NUP85	-0.390823098	0.040091282
GTF2IP13	0.572464293	0.040109048
BOLA2	-0.463039044	0.040270097
BOLA2	-0.463039044	0.040270097
POLR2H	-0.36843004	0.040405222
NABP2	-0.351269899	0.040461527
JMJD4	-0.486623173	0.0405737
RPL21	-0.474986331	0.040588707
ASPM	-0.425154586	0.040800698
CWF19L1	-0.396303795	0.040800698
MCTP1	0.396898944	0.040981886
YTHDC1	0.29090648	0.041033804
CXCL8	0.4062822	0.041033804
FTL	-0.399939008	0.041033804
SNCG	-0.441968585	0.041076732
NAP1L1	0.253618938	0.041088098
TMEM39A	0.429971867	0.041135901
LIPE	-0.527866899	0.041158633
NUP205	-0.271903672	0.041159273
SLC39A10	0.3885875	0.041218102
COL11A2	0.63974428	0.041222009
DNMT3B	-0.348095769	0.041222009
COX14	-0.505312404	0.041222009
YPEL5	0.263523289	0.041222834
MADD	0.22852536	0.041481789
HSPB11	-0.378591616	0.041609116
C8orf59	-0.489579549	0.041713477
IFITM2	-0.41656323	0.041713477
DCUN1D4	0.451000102	0.041719141
TVP23C-CDRT4	0.414203774	0.041814018
NSMCE4A	-0.306686183	0.04199836
VARS	-0.289139699	0.042022333
WDR66	0.781473592	0.042042211
MFSD3	-0.44494151	0.042063023
TIMM17A	-0.314567329	0.042075001
IFI35	-0.448881543	0.042124141
DMWD	0.305407894	0.042124141
ARFIP1	0.278303288	0.042273147
SDC3	0.307820443	0.042280228
AL132800.1	0.75291721	0.042287259
ETFB	-0.4402416	0.042294518
RPP21	-0.578670101	0.042315795
RPP21	-0.578670101	0.042315795
FAM109A	-0.348385728	0.042455836
MRPL38	-0.379620754	0.042457219
HIST1H4H	1.187079382	0.042457219
C1orf122	-0.477067244	0.042458125
POLDIP2	-0.28814131	0.042464642
ARHGEF37	0.338421213	0.042469445
CCDC124	-0.419719491	0.042578852
TGFBR2	0.250187618	0.042638169
NCBP2-AS2	-0.471677205	0.042640764
MARS2	-0.449567706	0.042640764
POLR2K	-0.309245636	0.042915987
NUDCD2	-0.478757163	0.042987604
PDCD2L	-0.48092812	0.042987604
MRPL28	-0.325148081	0.042987604
USO1	0.31103516	0.043240125
ALKBH3	-0.42313527	0.043240125
C4orf48	-0.578121788	0.043315896
ATP6V0B	-0.406546749	0.043605131
AC100800.1	0.672081564	0.043605131
EMC7	-0.34489022	0.043652076
SMARCAD1	0.378247816	0.043652076
ENOSF1	-0.342220309	0.043652076
EPB41L1	0.392298669	0.043758941
ILF2	-0.29632745	0.043972621
DDX20	-0.299090802	0.044112778
MPV17L2	-0.550354755	0.044119167
RPS19	-0.436413067	0.044192312
DYNLT1	-0.403743724	0.044266048
PPIH	-0.409116986	0.044296208
IFI27L1	-0.508967632	0.044420315
RRM1	-0.31006701	0.044445757
ZNF268	0.414061728	0.044668237
EPHX1	-0.386693288	0.04472835
CES2	0.280541777	0.04474429
GPKOW	-0.348257961	0.044772276
UBL3	0.281463432	0.044892395
TIPIN	-0.594676219	0.044947526
NIF3L1	-0.459990657	0.044947526
SERF1B	-0.425760535	0.044947526
SERF1B	-0.425760535	0.044947526
APBA1	0.495632562	0.045035241
PIGBOS1	-0.543253024	0.045063027
NOL4L	0.347489353	0.045114887
ANKH	-0.30028653	0.045114887
GLRX5	-0.355054457	0.045215696
CEP120	0.312633748	0.045274624
CDC123	-0.267150867	0.045295412
GPR146	0.420142816	0.045310014
TP53BP2	0.336358928	0.04554374
ATG3	-0.330596604	0.04568513
RAB11A	-0.24933087	0.045719
RPL38	-0.48045222	0.045719632
CHTF18	-0.491178343	0.045838849
GCH1	-0.495637981	0.045840282
SH3BGRL	0.291601108	0.045840992
CCND2	0.405091191	0.045890077
PHACTR4	-0.271501279	0.045952119
PLSCR4	0.300319827	0.045997485
PLAGL1	0.291913166	0.046035578
MRPS33	-0.436293919	0.046071928
ETF1	-0.248566357	0.046141172
RPL41	-0.389863978	0.046145214
MRPL43	-0.396577431	0.046145214
YEATS2	0.280224139	0.046210064
NR4A1	-0.628210406	0.046210064
ZBTB16	0.372893362	0.046210064
OGT	0.423519033	0.046210064
DTD1	-0.358172001	0.046287483
KANSL1	0.42816948	0.046297626
LYRM2	-0.415938321	0.04631427
VPS29	-0.267991036	0.046320024
HMGN3	-0.322886651	0.046468347
WASF3	0.372511745	0.046500289
ARSA	0.344289719	0.046507876
FOXRED2	-0.369067051	0.046598668
KDM6A	0.35633403	0.04664729
PER1	0.312891558	0.046660218
NUDT6	-0.52089975	0.0466849
TEX30	-0.477618448	0.0466849
PHACTR1	0.393627671	0.046992568
NPHP3	0.36892875	0.047065652
RPS25	-0.38217905	0.047122534
SMIM30	-0.333692617	0.047377975
CCT3	-0.293040168	0.047458419
AL022238.4	0.676727575	0.047500666
PTPRE	0.373255165	0.047500666
RPL17	-0.382439253	0.047505086
ATP11B	0.541525806	0.047535416
GTF2A2	-0.427684326	0.047535416
AC079328.2	0.681023627	0.047574731
SNU13	-0.348155865	0.047590092
MRPL32	-0.28940016	0.047595074
SARNP	-0.327728987	0.04781397
SLC9A3R1	-0.359569845	0.04781397
MTSS1L	0.331628679	0.047856553
TCTN2	0.297774225	0.047862845
ATP6V0D1	-0.309658854	0.047916323
TXNDC9	-0.307781619	0.047916323
TBCK	0.422527476	0.047938853
CPSF4	-0.303531852	0.04809279
IL15RA	-0.457617154	0.048164006
MACROD1	-0.49977245	0.048331832
ZSCAN23	0.67122559	0.048401251
RNF145	0.254535462	0.048440255
MSH5	-0.499174223	0.048459788
ENY2	-0.406091366	0.048459788
CDC42EP3	0.337676246	0.048488598
DNAJC18	0.507405416	0.048488598
SSB	-0.27257771	0.048495088
TMEM65	0.290434794	0.048584535
PI4KB	-0.261041793	0.048704242
PAM16	-0.50410331	0.048725529
SPRYD4	-0.392898364	0.048780861
MCM5	-0.399531259	0.048810879
AC015813.2	-0.628848057	0.048810879
SERPINE2	0.398460661	0.048810879
ATRN	0.324767539	0.048810879
HINT2	-0.486843965	0.048925462
POLR2J4	-0.661369203	0.048962571
PARP6	0.342147309	0.048979485
TAF5	-0.359942254	0.049055844
CDKN1C	0.646794057	0.049117061
FAM96B	-0.457431923	0.049125186
HAUS7	-0.497944893	0.049125186
NSUN2	-0.209309495	0.049138733
RPS14	-0.3982754	0.049138733
C2orf68	0.306827478	0.049138733
DAGLA	-0.34001742	0.049204552
C19orf60	-0.47171397	0.049319851
NDUFAF3	-0.45335532	0.049319851
SLC25A35	-0.483946951	0.049319851
MCMBP	-0.242848522	0.049342986
SCAMP3	-0.347727371	0.049687951
MIEN1	-0.444473416	0.049775677
SRSF9	-0.339028874	0.049779218
CDCA7L	0.245237869	0.049820945
